course_code,course_name,course_link,page_number
EDU402,Secondary English Methods,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2985,6
EDU403,World Language Methods for all Learners Including Those of Diverse Abilities and Backgrounds,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5640,6
EDU404,Secondary Social Studies Methods for All Students Including Those of Diverse Abilities and Backgrounds,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2986,6
EDU405,Elementary and Middle School Mathematics Methods for All Students Including Those of Diverse Abilities and Backgrounds,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2987,6
EDU410,Creating Positive Learning Environments,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5595,6
EDU414,Improving Teaching in the Content Areas through Literacy for All Students Including Those with Diverse Abilities and Backgrounds,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2988,6
EDU442,Professional Seminar in Teaching,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2992,6
EDU445,Internship in General Education,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2993,6
EDU451,Elementary Social Studies Methods for All Students Including Those of Diverse Abilities and Backgrounds,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2994,6
EDU452,Teaching Elementary Science to All Students Including Those of Diverse Abilities and Backgrounds,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2995,6
EDU454,Secondary Mathematics Methods for All Students Including Those of Diverse Abilities and Backgrounds,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5641,6
EDU465,"Teaching Reading for All Students in Grades K-8, Including Those with Diverse Abilities and Backgrounds",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2996,6
EDU466,Teaching Writing for All Students Including Those with Diverse Abilities and Backgrounds.,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2997,6
ELE172,Digital Logic,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3001,6
ELE179,Digital Logic Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3002,6
ELE216,Circuits I: Steady-State Analysis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3011,6
ELE217,Circuits II: System Dynamics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3012,6
ELE219,Circuits Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3013,6
ELE262,Physical Electronics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3019,6
ELE271,Microprocessor Systems,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3021,6
ELE314,Signals and Systems,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3024,6
ELE323,Electromechanical Energy Conversion,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3026,6
ELE327,Energy and Power Systems,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3028,6
ELE342,Electronics I: Devices and Circuits,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3032,6
ELE343,Electronics II: Electronic Design,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3033,6
ELE351,Electromagnetic Fields,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3034,6
ELE367,Optoelectronics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3040,6
ELE444,Analog Integrated Circuits and Design,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3051,6
ELE471,Real-Time and Embedded Systems,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5654,6
ELE483,Communications Engineering,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3054,6
ELE486,Digital Signal Processing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3055,6
ELE487,Digital Image Processing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3056,6
ELE489,Analog and Digital Signals Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3057,6
ENG100,College Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3060,6
ENG101,Independent Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3062,6
ENG102,Academic Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5576,6
ENG103,A Modular Approach to the Writing Process,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3063,6
ENG140,Reading Literature,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3064,6
ENG145,Topics in Literature,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3065,6
ENG201,Creative Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3067,6
ENG202,Memoir and Autobiography,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3068,6
ENG204,Professional Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3069,6
ENG205,Sentence Style,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3070,6
ENG220,World Masterpieces I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3071,6
ENG244,Introduction to Cultural Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3072,6
ENG245,Introduction to Literary Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3073,6
ENG262,Poetry,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3074,6
ENG263,Fiction,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3075,6
ENG264,Performance Genres,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3076,6
ENG300,Fiction Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3077,6
ENG301,Poetry Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3079,6
ENG302,Fiction Workshop,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3080,6
ENG303,Poetry Workshop,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3081,6
ENG304,Advanced Memoir,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3082,6
ENG305,"Rhetoric, Syntax, and Style",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3083,6
ENG306,Writing the Novel,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3084,7
ENG307,Topics in Professional Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3085,7
ENG309,Newswriting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3086,7
ENG310,Topics in Journalism,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3087,7
ENG315,Ancient Literature,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3088,7
ENG318,Autobiography,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3089,7
ENG319,Studies in Genre and Form,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3090,7
ENG320,Continental Literature,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3091,7
ENG321,Modernisms,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3092,7
ENG322,Modern Autobiography,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3093,7
ENG324,Studies in Canadian Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3094,7
ENG325,Epic and Romance,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3095,7
ENG326,Studies in International Literature Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3096,7
ENG328,Modern Novel: Themes and Methods,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3097,7
ENG330,History of the English Language,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3098,7
ENG334,Topics in Literacy Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3099,7
ENG337,Studies in Rhetoric,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3100,7
ENG338,Studies in Language,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3101,7
ENG340,History of Literary Criticism and Theory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3102,7
ENG341,Contemporary Critical Theories,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3103,7
ENG342,Topics in Contemporary Theory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3104,7
ENG344,Sex/Gender and Sexuality,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3105,7
ENG345,Racial Formations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3106,7
ENG346,"Language, Literature and the Politics of Identity in Contemporary Ireland",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3107,7
ENG347,Topics in Cultural Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3108,7
ENG348,Topics in Interdisciplinary Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3109,7
ENG350,Medieval English Literature,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3110,7
ENG351,Chaucer and the Medieval World,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3111,7
ENG352,Medieval Drama,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3112,7
ENG353,Medieval Women Writers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3113,7
ENG354,Studies in Medieval Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3114,7
ENG355,English Renaissance Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3115,7
ENG357,Elizabethan and Jacobean Drama,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3116,7
ENG360,Shakespeare,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3117,7
ENG361,Shakespeare,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3118,7
ENG362,Studies in Shakespeare,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3119,7
ENG363,Studies in the Renaissance,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3120,7
ENG365,Restoration and Eighteenth-Century Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3121,7
ENG366,Studies in the Restoration and Eighteenth Century,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3122,7
ENG367,Literature and Culture of the Early Republic,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3123,7
ENG368,Studies in Eighteenth-Century American Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3124,7
ENG369,Emergence of the Novel,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3125,7
ENG370,"Literature of Discovery, Exploration, and Colonialism",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3126,7
ENG371,Romantic Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3127,7
ENG373,Studies in Romantic Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3128,7
ENG375,Nineteenth-Century British Novel,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3129,7
ENG376,Victorian Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3130,7
ENG377,Studies in Nineteenth-Century British Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3131,7
ENG378,The Novel of Self Development,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3132,7
ENG379,Earlier Women Writers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3133,7
ENG380,Early Nineteenth-Century American Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3134,7
ENG382,The Earlier American Novel,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3135,7
ENG383,Studies in African-American Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3136,7
ENG384,Late Nineteenth-Century American Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3137,7
ENG385,Studies in Nineteenth-Century American Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3138,7
ENG387,Women Writers Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3139,7
ENG390,British Poetry Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3140,7
ENG391,American Poetry Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3141,7
ENG393,The American Novel Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3142,7
ENG394,Studies in American Literature and Culture Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3143,7
ENG395,Irish Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3144,7
ENG396,James Joyce,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3145,7
ENG397,Studies in Irish Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3146,7
ENG398,Studies in British Literature and Culture Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3147,7
ENG400,Independent Study in Creative or Expository Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3148,7
ENG401,Creative Writing Minor Thesis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3149,7
ENG409,Internship in Professional Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3150,7
ENG410,Independent Study in Journalism,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3151,7
ENG411,Seminar in Journalism,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3152,7
ENG415,Independent Study in Ancient and Biblical Literature and Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3153,7
ENG418,Independent Study in Genre and Form,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3154,7
ENG419,Seminar in Genre and Form,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3155,7
ENG431,Seminar on Literacy Studies and the Teaching of Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3156,7
ENG432,Internship in the Teaching of Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3157,7
ENG440,Independent Study in Literary Criticism and Theory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3158,7
ENG441,Seminar in Literary Criticism and Theory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3159,7
ENG444,Independent Study in Interdisciplinary and Cultural Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3160,7
ENG445,Seminar in Interdisciplinary and Cultural Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3161,7
ENG450,Independent Study in Medieval Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3162,7
ENG451,Seminar in Medieval Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3163,7
ENG455,Independent Study in the Renaissance,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3164,7
ENG456,Seminar in the Renaissance,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3165,7
ENG465,Independent Study in the Eighteenth Century,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3166,7
ENG466,Seminar in the Eighteenth Century,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3167,7
ENG475,Independent Study in the Nineteenth Century,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3168,7
ENG476,Seminar in Nineteenth-Century Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3169,7
ENG490,Independent Study in Literature Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3170,7
ENG491,Seminar in Literature Since 1900,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3171,7
ESL006,Intensive Grammar,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2946,7
ESL007,Listening and Oral Communication/US Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2947,7
ESL008,"Reading, Writing & Vocabulary",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2948,7
ESL009,Intensive Reading and Speaking Fluency,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2949,7
ESL016,Intensive Grammar,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2942,7
ESL017,Listening and Oral Communication/US Culture,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2943,7
ESL018,"Reading, Writing & Vocabulary",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5658,7
ESL019,Intensive Reading and Speaking Fluency,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5659,7
ESL099,"Intermediate Reading, Writing, and Vocabulary",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2945,7
ESL100,College Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2950,7
ESL101,Admissions Pathway Program Level I: Intermediate/Advanced Grammar and Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5596,7
ESL102,Admissions Pathway Program Level II: Advanced Grammar and Writing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2952,7
ESL103,"Admissions Pathway Program Level I: Intermediate/ Advanced Reading, Writing, and Vocabulary",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2953,8
ESL104,"Admissions Pathway Program Level II: Advanced Reading, Writing, and Vocabulary",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2954,8
ESP101,Environmental Science and Sustainability,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3172,8
ESP102,Fundamentals of Environmental Science Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3173,8
ESP123,Quantitative Reasoning and the Environment,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3174,8
ESP125,Introduction to Environmental Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3175,8
ESP126,Introduction to Environmental Ecology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3176,8
ESP131,Northern Forest Canoe Trail,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3177,8
ESP150,Environmental Science Field Immersion Session,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3178,8
ESP197,Research Skills Lab,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3179,8
ESP200,Environmental Planning,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3180,8
ESP203,Environmental Communication,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3181,8
ESP207,"Atmosphere: Science, Climate, and Change",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3182,8
ESP220,Introduction to Environmental Policy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3183,8
ESP250,Soils and Land Use,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3184,8
ESP260,Soil and Water Conservation Engineering,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3185,8
ESP275,Energy Use and Societal Adaptation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3186,8
ESP280,Research and Analytical Methods,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3187,8
ESP303,Wetlands Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3188,8
ESP304,Wetlands Ecology Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3189,8
ESP305,Community Planning Workshop,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3190,8
ESP308,Global Environmental Problems and Sustainability,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3191,8
ESP311,Energy Efficiency,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3192,8
ESP313,Renewable Energy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3193,8
ESP326,Environmental Economics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3194,8
ESP327,Natural Resource Economics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3195,8
ESP340,Environmental Regulations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3196,8
ESP341,Freshwater Science,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3197,8
ESP350,Environmental Entomology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3198,8
ESP360,Water Quality Assessment and Control,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3199,8
ESP375,Environmental Risk Assessment and Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3200,8
ESP389,Teaching Practicum,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3201,8
ESP400,Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3202,8
ESP401,Environmental Impact Assessment and Lab,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3203,8
ESP412,Field Ecosystem Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3204,8
ESP413,Forest Ecology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3205,8
ESP417,Site Planning and Assessment,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3206,8
ESP421,Natural Resource Policy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3207,8
ESP445,Environmental Education and Interpretation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3208,8
ESP450,Research Practicum,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3209,8
ESP470,Solid Waste Planning and Policy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3210,8
ESP475,Topics in Environmental Science,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3211,8
ESP489,Grant Writing Seminar,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3212,8
FSP100,Introduction to Food Systems,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3295,8
FSP200,"Food, Power and Social Justice",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3296,8
FSP215,Entrepreneurship and the Business of Food,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3297,8
FSP225,Topics in Food Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3298,8
FSP300,"Food: History, Culture, Politics",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3299,8
FSP310,Food and the Environment,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3300,8
FSP311,Food Planning and Policy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3301,8
FSP320,Poverty and Hunger,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3302,8
FSP395,Internship in Food Studies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3303,8
FSP396,Food Studies Independent Study and Research,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3304,8
FRE101,Beginning French I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3496,8
FRE102,Beginning French II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3505,8
FRE150,Language Table,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3516,8
FRE201,Intermediate French I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3523,8
FRE202,Intermediate French II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3537,8
FRE300,Building Fluency in French,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3545,8
FRE301,Practical French I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3548,8
FRE302,Practical French II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3550,8
FRE416,The Linguistic Structure of French,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3574,8
GDS100,Game Design I: Introduction,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3061,8
GDS200,"Game Design II: Collaborative Concepts, Tools and Processes",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3066,8
GDS300,Game Design III: Practicum in Theory & Application,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3078,8
EGN101,Introduction to Engineering,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2998,8
EGN160,Introduction to Programming: The C Language,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3000,8
EGN181,Engineering Tools: Mathematica,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3003,8
EGN182,Engineering Tools: SolidWorks,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3004,8
EGN183,Engineering Tools: LabView,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3005,8
EGN184,Engineering Tools: Industrial Power,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3006,8
EGN185,Engineering Tools: C++ Programming,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3007,8
EGN186,Engineering Tools: MATLAB,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3008,8
EGN187,Engineering Tools: Circuit Simulation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3009,8
EGN188,Engineering Tools: Materials Processing,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3010,8
EGN248,Introduction to Differential Equations and Linear Algebra,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3015,8
EGN260,Materials Science for Engineers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3018,8
EGN301,Junior Design Project and the Engineering Profession,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3022,8
EGN304,Engineering Economics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3023,8
EGN317,Introduction to Robotics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3025,8
EGN325,Control Systems,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3027,8
EGN329,Electromechanical and Control Systems Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3029,8
EGN394,Engineering Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3046,8
