course_code,course_name,course_link,page_number
ITT490,Directed Study,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=4133,10
LAN101,Beginning Language I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3499,10
LAN102,Beginning Language II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3508,10
LAN150,Language Table,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3519,10
LAN201,Intermediate Language I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3526,10
LAN202,Intermediate Language II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3533,10
LAT101,Beginning Latin I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3500,10
LAT102,Beginning Latin II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3509,10
LAT201,Intermediate Latin I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3530,10
LAT202,Intermediate Latin II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3539,10
ASL398,Independent Study,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5636,10
FRE398,Independent Study,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5637,10
GER398,Independent Study,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5638,10
LIN105,Contrastive Analysis: ASL and English,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3511,10
LIN112,The Birth of a Language,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3512,10
LIN130,Language Revitalization and Reclamation Methodologies,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5649,10
LIN185,"Language, Mind, and Society: An Introduction to Linguistics",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2506,10
LIN186,Introduction to Linguistics: Lab,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2507,10
LIN201,Language Acquisition,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3528,10
LIN203,Introduction to the Deaf World,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3540,10
LIN211,Anatomy and Physiology of the Speech and Hearing Mechanism,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3541,10
LIN212,Speech Science,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3542,10
LIN213,Introduction to Audiology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3543,10
LIN236,Not Yet Ready for Prime Time Interpreter,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3544,10
LIN310,Signs of Language in the Brain,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3554,10
LIN311,Phonetics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2508,10
LIN312,Phonology and Morphology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2509,10
LIN313,Syntax,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2510,10
LIN316,Language Variation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2511,10
LIN317,"Two Languages, One Mind: Introduction to Second Language Acquisition and Bilingualism",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2512,10
LIN331,ASL/English Interpreting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3555,10
LIN332,Consecutive Interpreting and Deaf/Hearing Interpreter Teams,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3556,10
LIN333,Interpreting: Source Language ASL,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3557,10
LIN334,Interpreting: Source Language English,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3558,10
LIN336,Observational Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3559,10
LIN394,Teaching Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3560,10
LIN395,Research Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3561,10
LIN398,Independent Study,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3562,10
LIN401,Foundations of Interpreting I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3564,10
LIN402,Foundations of Interpreting II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3566,10
LIN403,Foundations of Interpreting III,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3567,10
LIN404,Foundations of Interpreting IV,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3568,10
LIN409,Educational Interpreting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3569,10
LIN410,Ethical Decision Making in ASL/English Interpreting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3570,10
LIN413,Supervised Mentoring,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3571,10
LIN423,Seminar in Syntax,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3577,10
LIN425,Special Topics in ASL/English Interpreting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3578,10
LIN426,Special Topics in Theoretical Linguistics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3579,10
LIN431,Medical Interpreting I: The Essential Piece,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3580,10
LIN432,Medical Interpreting II: Interpreting Medical Terminology and Body Systems,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3581,10
LIN433,Medical Interpreting III: Hands-on Observation and Experience in Medical Contexts,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3582,10
LIN434,Pre-practicum,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3583,11
LIN435,Advanced Interpreting and Practicum I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3584,11
LIN436,Practicum II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3585,11
LIN490,Introduction to Language Research,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2513,11
LIN498,Thesis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3586,11
WAB101,Beginning Wabanaki Language I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5644,11
WAB102,Beginning Wabanaki Language II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5645,11
WAB201,Intermediate Wabanaki Language I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5646,11
WAB202,Intermediate Wabanaki Language II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5647,11
LOS112,Microsoft Excel,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3453,11
LOS114,PowerPoint,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3454,11
LOS120,Statistics for Informed Decision Making,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3455,11
LOS210,Creative Critical Inquiry,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3456,11
LOS270,Introduction to Leadership,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3457,11
LOS299,Writing in the Major,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3458,11
LOS300,Organizational Theory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3459,11
LOS301,Group Dynamics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3460,11
LOS302,Organizational Behavior,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3461,11
LOS304,Organizational Budgeting and Finance,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3462,11
LOS310,"Science, Technology, and Society",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3463,11
LOS312,Human Resource Management,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3464,11
LOS314,Employee Relations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3465,11
LOS316,Diversity in Organizations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3466,11
LOS317,New Media and Social Networking: Identity and Expression Online,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3467,11
LOS327,Leading through Conflict,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3468,11
LOS329,Research Methods,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3469,11
LOS330,Cultural Contexts,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3470,11
LOS336,Dealing with Difficult People and Behaviors,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3471,11
LOS345,Leadership and Film,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3472,11
LOS350,Leadership,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3473,11
LOS360,Innovation in Organizations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3474,11
LOS361,Entrepreneurship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3475,11
LOS387,Collegiate Leadership Competition,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3476,11
LOS398,Independent Study,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3477,11
LOS399,Special Topics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3478,11
LOS400,Senior Seminar: Global Citizenship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3479,11
LOS422,Leadership in the Public/Nonprofit Sectors,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3480,11
LOS436,"Risk, Public Policy, and Society",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3482,11
LOS439,"Women’s Ways of Leading: Building Partnerships, Creating Change",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3483,11
LOS440,Leading Organizational Change,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3484,11
LOS462,Community Leadership and Civic Engagement,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3485,11
LOS470,Leadership Study Abroad,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3486,11
LSH240,Introducing the Humanities,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3489,11
LSH340,Topics in the Humanities,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3490,11
LSH398,Independent Study in the Humanities,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3491,11
LSH440,Capstone in the Humanities,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3492,11
MAT100,Mathematics Bridge,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3588,11
MAT101,Algebraic Bridge,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3589,11
MAT105,Mathematics for Quantitative Decision Making,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3590,11
MAT108,College Algebra,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3591,11
MAT120,Introduction to Statistics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3592,11
MAT131,Number Systems for Elementary Teachers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3593,11
MAT132,Quantitative Reasoning for Elementary School Teachers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3594,11
MAT140,Pre-Calculus Mathematics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3595,11
MAT145,Discrete Mathematics I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3596,11
MAT148,Applied Calculus,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3597,11
MAT152,Calculus A,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3598,11
MAT153,Calculus B,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3599,11
MAT210,Business Statistics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3600,11
MAT220,Statistics for the Biological Sciences,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3601,11
MAT231,Algebra for Elementary Teachers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3602,11
MAT232,Geometry for Elementary Teachers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3603,11
MAT242,Applied Problem Solving,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3604,11
MAT252,Calculus C,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3605,11
MAT264,Statistical Software Packages,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3606,11
MAT281,Introduction to Probability,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3607,11
MAT282,Statistical Inference,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3608,11
MAT290,Foundations of Mathematics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3609,11
MAT295,Linear Algebra,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3610,11
MAT350,Differential Equations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3611,11
MAT352,Real Analysis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3612,11
MAT355,Complex Analysis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3613,11
MAT364,Numerical Analysis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3614,11
MAT366,Deterministic Models in Operations Research,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3615,11
MAT371,College Geometry,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3616,11
MAT380,Probability and Statistics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3617,11
MAT383,System Modeling and Simulation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3618,11
MAT386,Sampling Techniques,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3619,11
MAT387,Introduction to Applied/Biostatistical Methods,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3620,11
MAT392,Theory of Numbers,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3621,11
MAT395,Abstract Algebra,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3622,11
MAT460,Mathematical Modeling,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3625,11
MAT461,Stochastic Models in Operations Research,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3626,11
MAT470,Non-Euclidean Geometry,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3627,11
MAT484,Design and Analysis of Experiments,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3628,11
MAT485,Introduction to Applied Regression,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3629,11
MAT486,Introduction to Big Data Analytics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3630,11
MAT488,Introduction to Data Mining,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3631,11
MAT490,Topology,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3632,11
MAT492,Graph Theory and Combinatorics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3633,11
MAT496,Introduction to Data Science,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3634,11
MAT497,Independent Study in Mathematics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3635,11
MAT498,Topics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3636,11
MME400,Elementary Mathematics Methods,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3623,11
MME434,Secondary Mathematics Methods,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3624,11
MEE150,Applied Mechanics: Statics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=2999,11
MEE230,Thermodynamics I: Laws and Properties,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3014,11
MEE251,Strength of Materials,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3016,11
MEE259,Statics and Strength of Materials Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3017,11
MEE270,Applied Mechanics: Dynamics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3020,11
MEE331,Thermodynamics II: Flows and Cycles,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3030,12
MEE339,Thermodynamics Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3031,12
MEE352,Composites,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3035,12
MEE353,Applied Stress Analysis,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3036,12
MEE356,Introduction to the Finite Element Method,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3037,12
MEE360,Fluid Mechanics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3038,12
MEE361,Physical Metallurgy,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3039,12
MEE372,Computer-Aided Design of Machine Elements,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3041,12
MEE373,Design of Machines and Mechanisms,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3042,12
MEE374,Theory and Applications of Vibrations,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3043,12
MEE375,Engineering Acoustics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3044,12
MEE379,Dynamics and Vibrations Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3045,12
MEE432,Heat Transfer,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3049,12
MEE439,Fluid Mechanics and Heat Transfer Laboratory,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3050,12
MEE463,Aerodynamics,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5655,12
MIS201,Leadership Laboratory I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5612,12
MIS202,Leadership Laboratory II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5613,12
MIS213,Introduction to ROTC I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5605,12
MIS214,Introduction to ROTC II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5606,12
MIS225,History of the Army,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5615,12
MIS301,Self and Team Development I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5607,12
MIS302,Self and Team Development II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5608,12
MIS401,Leading Small Organizations I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5609,12
MIS402,Leading Small Organizations II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5610,12
MIS411,Leadership and Management I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5611,12
MIS412,Leadership and Management II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5614,12
MIS495,Officer Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5616,12
MUE110,ProSeminar I,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3645,12
MUE111,Professional Foundations for Music Education,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3647,12
MUE113,Vocal Techniques for Instrumentalists,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3651,12
MUE150,ProSeminar II,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3653,12
MUE151,Brass Techniques,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3655,12
MUE152,Percussion Techniques,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3649,12
MUE210,ProSeminar III,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3665,12
MUE211,Teaching and Creative and Critical Listening PK-12,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3668,12
MUE250,ProSeminar IV,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3676,12
MUE251,Teaching Vocal Music PK-12,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3678,12
MUE252,Choral Conducting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3680,12
MUE310,ProSeminar V,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3688,12
MUE311,Research and Evaluation,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3690,12
MUE312,Teaching Instrumental Music PK-12,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3692,12
MUE313,Instrumental Conducting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3693,12
MUE314,Guitar Techniques,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3694,12
MUE315,Woodwind Techniques,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3695,12
MUE350,ProSeminar VI,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3706,12
MUE351,Teaching Improvisation in Music PK-12,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3707,12
MUE352,String Techniques,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3708,12
MUE410,ProSeminar VII,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3730,12
MUE411,Teaching Music Composition PK-12,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3731,12
MUE412,Woodwind Techniques,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=5656,12
MUE450,Professional Internship,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3734,12
MUE451,Professional Portfolio,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3735,12
MUH105,Multi-Cultural Perspectives of American Popular Music and Jazz,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3643,12
MUH206,Jazz History,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3663,12
MUH220,Twentieth/Twenty-First Century Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3672,12
MUH222,Music History Survey 1,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3673,12
MUH223,Music History Survey 2,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3674,12
MUH320,Seminar in Music History,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3696,12
MUH321,Classical and Romantic Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3697,12
MUH325,The History of Musical Theatre in America,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3701,12
MUH329,"Devils, Dwarves and Dragons",https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3702,12
MUP101,Applied Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3639,12
MUP102,Applied Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3641,12
MUP201,Applied Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3657,12
MUP202,Applied Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3658,12
MUP203,Applied Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3660,12
MUP390,Recital,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3721,12
MUP490,Senior Recital / Seminar,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3738,12
MUP491,Recital,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3739,12
MUS100,Music Appreciation and History,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3637,12
MUS101,USM Choir: University Chorale,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3638,12
MUS102,Music of the Portland Symphony,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3640,12
MUS103,Introduction to Jazz,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3642,12
MUS110,Fundamentals of Music,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3644,12
MUS150,Piano Class 1,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3654,12
MUS151,Piano Class 2,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3656,12
MUS202,Music in America,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3659,12
MUS204,Rock and Roll: Subversive or Submissive?,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3661,12
MUS205,Music in Film,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3662,12
MUS209,Dynamic Posture and Alignment,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3664,12
MUS210,Songwriting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3666,12
MUS244,Basic Conducting,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3675,12
MUS250,Piano Class 3,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3677,12
MUS251,Piano Class 4,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3679,12
MUS252,Jazz Piano Class 1,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3681,12
MUS253,Jazz Piano Class 2,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3682,12
MUS256,Diction for Singers 1: Italian and French,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3683,12
MUS257,Diction for Singers 2: French and German,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3684,12
MUS271,Principles of Digital Audio and Music Production,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3685,12
MUS310,Organ Improvisation 1,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3689,12
MUS311,Organ Improvisation 2,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3691,12
MUS321,Literature of the Major Instrument,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3698,12
MUS322,Piano Literature 2,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3699,12
MUS323,Organ Literature 2,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3700,12
MUS337,Jazz Arranging,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3705,12
MUS360,Advanced Keyboard Skills 1,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3709,12
MUS361,Advanced Keyboard Skills 2,https://catalog.usm.maine.edu/preview_course_nopop.php?catoid=3&coid=3710,12
